name,cluster,cluster_count,datasets,dates,recognized_in_first_dataset,recognized_in_last_dataset,suspicious,"Note that every ""fixed"" here means that the cluster was broken. No other taxonomic changes were entered."
Thalasseus elegans,"Thalasseus elegans, Sterna elegans",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1976; February 1982; 2006; 2017,yes,yes,no,
Thalasseus maximus,"Sterna maxima, Thalasseus maximus",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1976; February 1982; 2006; 2017,yes,yes,no,
Thalasseus sandvicensis,"Sterna sandvicensis acuflavida, Sterna sandvicensis, Thalasseus sandvicensis",3,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_33 (1976); Checklist aou_5_34.csv (February 1982); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1957; 1976; February 1982; 2006; 2017,yes,yes,no,
Thrasaetus harpyia,"Thrasaetos harpyia, Thrasaetus harpyia",2,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_2_15 (1909); Dataset aou_3 (1910); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982),1886; 1895; 1909; 1910; January 1982; February 1982,yes,no,no,
Thryomanes bewickii,"Thryothorus bewickii, Thryothorus bewickii spilurus, Thryomanes bewickii, Thryomanes bewicki, Thryothorus bewickii bairdi",5,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_4_20 (1945); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1910; 1931; 1944; 1945; February 1982; 1983; 2017,yes,yes,no,
Thryomanes brevicauda,"Thryothorus brevicaudus, Thryothorus brevicauda, Thryomanes brevicauda",3,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_2_09 (1899); Dataset aou_4_20 (1945),1886; 1895; 1899; 1945,yes,no,no,
Thryomanes leucophrys,"Thryomanes leucophrys, Thryothorus leucophrys",2,Dataset aou_1_07 (1895); Dataset aou_2_09 (1899); Dataset aou_4 (1931),1895; 1899; 1931,no,no,no,
Thryothorus ludovicianus,"Throthorus ludovicianus, Thryothorus ludovicianus, Thryothorus ludovicianus miamensis",3,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2017,yes,yes,no,
Tiaris bicolor,"Euetheia bicolor, Tiaris bicolor",2,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1931; 1957; January 1982; February 1982; 2017,yes,yes,no,
Tiaris canorus,"Tiaris canora, Euetheia canora, Tiaris canorus",3,Dataset aou_1_01 (1889); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Dataset aou_6 (1983); Dataset aou_7_45 (2004); Checklist NACC_list_species_aou_7_57.csv (2017),1889; 1902; 1910; 1931; 1957; January 1982; 1983; 2004; 2017,no,yes,no,
Totanus ocropus,"Totanus ochropus, Totanus ocropus, Helodromas ocrophus",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_4 (1931); Dataset aou_5 (1957),1886; 1899; 1931; 1957,yes,no,no,
Toxostoma bendirei,"Toxostoma bendirei, Harporhynchus bendirei",2,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1910; February 1982; 2017,yes,yes,no,
Toxostoma cinereum,"Toxostoma cinereum, Harporhynchus cinereus",2,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1910; 1957; January 1982; 1983; 2017,yes,yes,no,
Toxostoma crissale,"Toxostoma crissale, Toxostoma dorsale, Harporhynchus crissalis, Toxostoma crissalis",4,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Dataset aou_6_35 (1985); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1910; 1931; February 1982; 1985; 2017,yes,yes,yes,Avibase: rename
Toxostoma curvirostre,"Harporhynchus curvirostris palmeri, Harporhynchus curvirostris, Toxostoma curvirostre",3,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1910; February 1982; 2017,yes,yes,no,
Toxostoma lecontei,"Toxostoma lecontei, Harporhynchus lecontei",2,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1910; 1957; February 1982; 2017,yes,yes,no,
Toxostoma longirostre,"Harporhynchus longirostris, Toxostoma longirostre",2,Checklist aou_1.csv (1886); Dataset aou_1_01 (1889); Dataset aou_2 (1895); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1889; 1895; 1902; 1910; 1957; February 1982; 2017,yes,yes,no,
Toxostoma redivivum,"Harporhynchus redivivus, Toxostoma redivivum",2,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1910; February 1982; 2017,yes,yes,no,
Toxostoma rufum,"Toxostoma rufum, Harporhynchus rufus",2,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1910; February 1982; 2017,yes,yes,no,
Tringa brevipes,"Tringa brevipes, Heteroscelus brevipes, Heteractitis brevipes",3,Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),1931; 1957; January 1982; February 1982; 2006; 2017,no,yes,no,
Tringa flavipes,"Totanus flavipes, Tringa flavipes",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1957; 1973; February 1982; 2017,yes,yes,no,
Tringa glareola,"Rhyacophilus glareola, Tringa glareola",2,Dataset aou_2_14 (1908); Dataset aou_4_26 (1951); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1908; 1951; February 1982; 2017,no,yes,no,
Tringa incana,"Heteractitis incanus, Heteroscelus incanus, Heteroscelus incanum, Tringa incana",4,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_3_17 (1920); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1920; 1931; 1957; 1973; February 1982; 2006; 2017,yes,yes,no,
Tringa melanoleuca,"Tringa melanoleuca, Totanus melanoleucus",2,Checklist aou_1.csv (1886); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1957; 1973; February 1982; 2017,yes,yes,no,
Tringa semipalmata,"Tringa semipalmata, Catoptrophorus semipalmatus, Symphemia semipalmata",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Checklist aou_5_34.csv (February 1982); Dataset aou_7_47 (2006); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; February 1982; 2006; 2017,yes,yes,no,
Tringa solitaria,"Tringa solitaria, Helodromas solitarius, Totanus solitarius",3,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_3_17 (1920); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1920; February 1982; 2017,yes,yes,no,
Tringa totanus,"Totanus totanus, Tringa totanus",2,Dataset aou_3_16 (1912); Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_32 (1973); Dataset aou_5_34 (January 1982); Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1912; 1931; 1957; 1973; January 1982; 1997; 2017,no,yes,no,
Trochilus heloisa,Trochilus heloisa,1,Checklist aou_1.csv (1886); Dataset aou_1_03 (1891),1886; 1891,yes,no,no,
Trochilus violajugulum,Trochilus violajugulum,1,Dataset aou_1_01 (1889); Dataset aou_2_10 (1901),1889; 1901,no,no,no,
Troglodytes aedon,"Troglodytes aedon, Troglodytes aedon parkmanii",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Dataset aou_7_54 (2013); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; February 1982; 2013; 2017,yes,yes,no,
Troglodytes brunneicollis,Troglodytes brunneicollis,1,Dataset aou_4_25 (1950); Dataset aou_5_34 (January 1982),1950; January 1982,no,no,no,
Troglodytes cobbi,Troglodytes cobbi,1,Dataset aou_7_54 (2013),2013,no,yes,no,
Troglodytes hiemalis,"Troglodytes hiemalis pacificus, Nannus hiemalis, Troglodytes hiemalis, Olbiorchilus hiemalis, Anorthura hiemalis",5,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_2_11 (1902); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; 1902; 1908; 1931; 1944; 2010; 2017,yes,yes,no,
Troglodytes pacificus,Troglodytes pacificus,1,Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),2010; 2017,no,yes,no,
Troglodytes troglodytes,Troglodytes troglodytes,1,Dataset aou_4_19 (1944); Checklist aou_5_34.csv (February 1982); Dataset aou_7_51 (2010),1944; February 1982; 2010,no,no,no,
Trogon ambiguus,Trogon ambiguus,1,Checklist aou_1.csv (1886); Dataset aou_4_19 (1944); Dataset aou_4_22 (1947),1886; 1944; 1947,yes,no,no,
Trogon elegans,Trogon elegans,1,Dataset aou_4_19 (1944); Dataset aou_4_22 (1947); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1944; 1947; January 1982; February 1982; 2017,no,yes,no,
Turdus confinis,"Turdus confinis, Planesticus confinis, Merula confinis",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_5_32 (1973),1886; 1908; 1931; 1973,yes,no,no,
Turdus iliacus,"Turdus iliacus, Turdus musicus, Arceuthornis musicus",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_4_19 (1944); Dataset aou_5 (1957); Dataset aou_5_33 (1976); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; 1944; 1957; 1976; January 1982; February 1982; 1983; 2017,yes,yes,yes,Avibase: rename
Turdus merula,Turdus merula,1,Dataset aou_4 (1931); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1931; 1957; January 1982; February 1982; 1983; 2017,no,yes,no,
Turdus migratorius,"Merula migratoria propinqua, Turdus migratorius, Merula migratoria, Planesticus migratorius",4,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_5_32 (1973); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1910; 1931; 1973; January 1982; February 1982; 1983; 2017,yes,yes,no,
Turdus pilaris,Turdus pilaris,1,Dataset aou_4_20 (1945); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1945; January 1982; February 1982; 1983; 2017,no,yes,no,
Tympanuchus americanus,Tympanuchus americanus,1,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_4 (1931),1886; 1909; 1931,yes,no,no,
Tympanuchus cupido,Tympanuchus cupido,1,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; January 1982; February 1982; 2017,yes,yes,no,
Tympanuchus pallidicinctus,Tympanuchus pallidicinctus,1,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1931; January 1982; February 1982; 2017,yes,yes,no,
Tympanuchus phasianellus,"Pediocaetes phasianellus columbianus, Pedioecetes phasianellus, Pediocaetes phasianellus campestris, Tympanuchus phasianellus, Pediocaetes phasianellus",5,Checklist aou_1.csv (1886); Dataset aou_2_09 (1899); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1899; January 1982; February 1982; 2017,yes,yes,no,
Tyrannus dominicensis,Tyrannus dominicensis,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes,no,
Tyrannus forficatus,"Muscivora forficatus, Tyrannus forficatus, Milvulus forficatus, Muscivora forficata",4,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1910; January 1982; February 1982; 2017,yes,yes,no,
Tyrannus melancholicus,"Tyrannus melancholicus, Tyrannus melancholicus couchii",2,Checklist aou_1.csv (1886); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1957; February 1982; 2017,yes,yes,no,
Tyrannus savana,"Milvulus tyrannus, Tyrannus savana, Muscivora tyrannus, Tyrannus savanna",4,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; January 1982; February 1982; 1983; 2017,yes,yes,yes,Avibase: rename
Tyrannus tyrannus,Tyrannus tyrannus,1,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; February 1982; 2017,yes,yes,no,
Tyrannus verticalis,Tyrannus verticalis,1,Checklist aou_1.csv (1886); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1957; February 1982; 2017,yes,yes,no,
Tyrannus vociferans,Tyrannus vociferans,1,Checklist aou_1.csv (1886); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; February 1982; 2017,yes,yes,no,
Tyto alba,Tyto alba,1,Dataset aou_3_18 (1923); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6_37 (1989); Dataset aou_7 (1998); Checklist NACC_list_species_aou_7_57.csv (2017),1923; 1931; January 1982; February 1982; 1989; 1998; 2017,no,yes,no,
Tyto pratincola,"Aluco pratincola, Strix pratincola, Tyto pratincola",3,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_3 (1910); Dataset aou_3_17 (1920); Dataset aou_3_18 (1923),1886; 1908; 1910; 1920; 1923,yes,no,no,
Uria aalge,"Uria aalge, Uria troile, Uria troile californica, Uria troille",4,Checklist aou_1.csv (1886); Dataset aou_3 (1910); Dataset aou_4 (1931); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1910; 1931; 1957; February 1982; 2017,yes,yes,yes,Avibase: rename
Uria lomvia,"Uria lomvia arra, Uria lomvia",2,Checklist aou_1.csv (1886); Dataset aou_4 (1931); Dataset aou_5 (1957); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1931; 1957; February 1982; 2017,yes,yes,no,
Vanellus vanellus,Vanellus vanellus,1,Checklist aou_1.csv (1886); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; January 1982; February 1982; 2017,yes,yes,no,
Vermivora bachmanii,"Helminthophila bachmani, Helminthophila bachmanii, Vermivora bachmanii, Vermivora bachmani",4,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_2_15 (1909); Dataset aou_3 (1910); Dataset aou_3_17 (1920); Dataset aou_4_19 (1944); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1895; 1909; 1910; 1920; 1944; 1957; January 1982; February 1982; 1983; 2017,yes,yes,no,
Vermivora chrysoptera,"Helminthophila chrysoptera, Vermivora chrysoptera",2,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_3_17 (1920); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1920; 1957; January 1982; February 1982; 1983; 2017,yes,yes,no,
Vermivora cyanoptera,"Vermivora pinus, Vermivora cyanoptera, Helminthophila pinus",3,Checklist aou_1.csv (1886); Dataset aou_2_15 (1909); Dataset aou_3_17 (1920); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_6 (1983); Dataset aou_7_51 (2010); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1909; 1920; 1957; January 1982; February 1982; 1983; 2010; 2017,yes,yes,yes,Avibase: rename
Vireo altiloquus,"Vireo calidris, Vireo altiloquus, Vireosylva calidris, Vireo altiloquus barbatulus",4,Checklist aou_1.csv (1886); Dataset aou_2 (1895); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_4_19 (1944); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1895; 1908; 1931; 1944; February 1982; 2017,yes,yes,yes,Avibase: rename
Vireo atricapilla,"Vireo atricapilla, Vireo atricapillus",2,Checklist aou_1.csv (1886); Dataset aou_5 (1957); Dataset aou_5_34 (January 1982); Checklist aou_5_34.csv (February 1982); Dataset aou_7_44 (2003); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1957; January 1982; February 1982; 2003; 2017,yes,yes,no,
Vireo bellii,"Vireo belli, Vireo bellii, Vireo bellii pusillus",3,Checklist aou_1.csv (1886); Dataset aou_2_11 (1902); Dataset aou_3 (1910); Dataset aou_4_19 (1944); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1902; 1910; 1944; February 1982; 2017,yes,yes,no,
Vireo cassinii,Vireo cassinii,1,Dataset aou_6_41 (1997); Checklist NACC_list_species_aou_7_57.csv (2017),1997; 2017,no,yes,no,
Vireo flavifrons,"Vireo flavifrons, Lanivireo flavifrons",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; February 1982; 2017,yes,yes,no,
Vireo flavoviridis,"Vireosylva flavoviridis, Vireo flavoviridis",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Dataset aou_5_34 (January 1982); Dataset aou_6_36 (1987); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; January 1982; 1987; 2017,yes,yes,no,
Vireo gilvus,"Vireo gilvus, Vireosylva gilva",2,Checklist aou_1.csv (1886); Dataset aou_2_14 (1908); Dataset aou_4 (1931); Checklist aou_5_34.csv (February 1982); Checklist NACC_list_species_aou_7_57.csv (2017),1886; 1908; 1931; February 1982; 2017,yes,yes,no,
