name,synonyms,taxon_concept_count,taxon_concepts,trajectory,trajectory_without_renames,trajectory_lumps_splits,first_added_dataset,first_added_year,annotation,common_name,aou_ids,family,french_name,genus,order,rank,scientificName,species,status_accidental,status_extinct,status_hawaiian,status_introduced,status_misplaced,status_nonbreeding,subfamily
Vireo huttoni,Vireo huttoni stephensi; Vireo huttoni,1,Taxon concept 1956a55f-4f3d-47cb-b5f7-b4afaa178bc5 containing 'Vireo huttoni' and 'Vireo huttoni stephensi' found between 1886 to 2017 in 3 datasets (part of name cluster 0ab3149e-e186-422a-9328-bec3e1e2768d),added|added -> deleted -> referenced,added|added -> deleted -> referenced,,aou_1.csv (1886),1886,NA,Hutton's Vireo,632; 632a; 1252,Vireonidae,Viréo de Hutton,Vireo,Passeriformes,species,Vireo huttoni stephensi; Vireo huttoni,Vireo huttoni,NA,NA,NA,NA,NA,NA,NA
Troglodytes cobbi,Troglodytes cobbi,2,Taxon concept 10aad10b-3049-44e2-809d-bc11895ff3e1 containing 'Troglodytes cobbi' found between 2013 in 1 datasets (part of name cluster 019f80d9-25e5-4b64-9544-5163490f131f); Taxon concept 1484be32-8923-454b-b5e7-ff07dc6b4b4f containing 'Troglodytes cobbi' found between 2013 in 1 datasets (part of name cluster 019f80d9-25e5-4b64-9544-5163490f131f),split,split,split,aou_7_54 (2013),2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Picoides borealis,Dryobates borealis; Dendrocopos borealis; Picoides borealis,1,Taxon concept 3af6f590-d01d-4c39-a57e-8dfc8f2896f2 containing 'Dryobates borealis' and 'Dendrocopos borealis' and 'Picoides borealis' found between 1886 to 2017 in 5 datasets (part of name cluster 7088fa23-2883-4bcf-af82-019985be838e),added -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Red-cockaded Woodpecker,967; 395,Picidae,Pic à face blanche,Picoides,Piciformes,species,Dryobates borealis; Picoides borealis,Picoides borealis,NA,NA,NA,NA,NA,NA,Picinae
Anas platyrhynchos,Anas platyrhynchos; Anas boschas,1,Taxon concept 8bcfe578-3fc9-4dbc-ba58-c2facd1e1105 containing 'Anas platyrhynchos' and 'Anas boschas' found between 1886 to 2017 in 4 datasets (part of name cluster b4a7e2a7-b479-4148-ae6d-014c284992c2),added -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Mallard,132; 37,Anatidae,Canard colvert,Anas,Anseriformes,species,Anas platyrhynchos; Anas boschas,Anas platyrhynchos,NA,NA,NA,NA,NA,NA,Anatinae
Lampornis clemenciae,Coeligena clemenciae; Lampornis clemenciae; Cyanolaemus clemenciae,1,Taxon concept e5aae55c-213b-48d0-a741-aecd1bd4242c containing 'Cyanolaemus clemenciae' and 'Coeligena clemenciae' and 'Lampornis clemenciae' found between 1886 to 2017 in 5 datasets (part of name cluster 6acbbff6-963c-49e5-881a-c5e2a1e6de4d),added -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Blue-throated Hummingbird,427; 845,Trochilidae,Colibri à gorge bleue,Lampornis,Apodiformes,species,Coeligena clemenciae; Lampornis clemenciae,Lampornis clemenciae,NA,NA,NA,NA,NA,NA,Trochilinae
Tyrannus savana,Tyrannus savanna; Tyrannus savana; Muscivora tyrannus; Milvulus tyrannus,1,Taxon concept 6d47e9f6-40fc-4d8b-a6a2-fa0c3e4c21e0 containing 'Milvulus tyrannus' and 'Muscivora tyrannus' and 'Tyrannus savana' and 'Tyrannus savanna' found between 1886 to 2017 in 6 datasets (part of name cluster ecad9858-9330-4154-9de1-b6345e3b9f7c),added -> rename -> rename|rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Fork-tailed Flycatcher,1201; [442],Tyrannidae,Tyran des savanes,Tyrannus,Passeriformes,species,Tyrannus savana; Milvulus tyrannus,Tyrannus savana,NA,NA,NA,NA,NA,NA,Tyranninae
Turdus pilaris,Turdus pilaris,1,Taxon concept d3d5d2de-61c1-482f-97e1-99ff2ccf504d containing 'Turdus pilaris' found between 1945 to 2017 in 5 datasets (part of name cluster 483c3a0b-2591-4ac7-9015-287f335b381e),added -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_4_20 (1945),1945,Monotypic.,Fieldfare,1459,Turdidae,Grive litorne,Turdus,Passeriformes,species,Turdus pilaris,Turdus pilaris,A,NA,NA,NA,NA,NA,NA
Parabuteo unicinctus,Parabuteo unicinctus; Parabuteo unicinctus harrisi,1,Taxon concept d6856e6c-51d2-4b33-b3a9-d9c763f91adf containing 'Parabuteo unicinctus' and 'Parabuteo unicinctus harrisi' found between 1886 to 2017 in 7 datasets (part of name cluster bdcc067e-305b-4e37-a338-d100cfb16b22),added -> referenced -> referenced -> referenced -> added|deleted -> referenced -> referenced,added -> referenced -> referenced -> referenced -> added|deleted -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Harris's Hawk,335; 293,Accipitridae,Buse de Harris,Parabuteo,Accipitriformes,species,Parabuteo unicinctus; Parabuteo unicinctus harrisi,Parabuteo unicinctus,NA,NA,NA,NA,NA,NA,NA
Rissa tridactyla,Rissa tridactyla pollicaris; Rissa tridactyla,1,Taxon concept f9a7c74a-782e-4fc9-841e-3d0ae34ba31f containing 'Rissa tridactyla' and 'Rissa tridactyla pollicaris' found between 1886 to 2017 in 4 datasets (part of name cluster 70ed911d-23b9-4878-9f23-7f36011c02d3),added|added -> referenced -> deleted -> referenced,added|added -> referenced -> deleted -> referenced,,aou_1.csv (1886),1886,NA,Black-legged Kittiwake,40a; 40; 1925,Laridae,Mouette tridactyle,Rissa,Charadriiformes,species,Rissa tridactyla pollicaris; Rissa tridactyla,Rissa tridactyla,NA,NA,NA,NA,NA,NA,Larinae
Aethia pusilla,Aethia pusilla; Simorhynchus pusillus,1,Taxon concept 12eaecb6-4d2b-4add-848f-7592126d0a7c containing 'Aethia pusilla' and 'Simorhynchus pusillus' found between 1886 to 2017 in 4 datasets (part of name cluster 32d235e8-e6e3-4c5b-875b-cfd4bd1504da),added -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Least Auklet,528; 20,Alcidae,Starique minuscule,Aethia,Charadriiformes,species,Aethia pusilla; Simorhynchus pusillus,Aethia pusilla,NA,NA,NA,NA,NA,NA,NA
Geotrygon chrysia,Oreopeleia chrysia; Geotrygon chrysia,1,Taxon concept 0db839e9-6058-4690-aa5f-f58459c0ea08 containing 'Oreopeleia chrysia' and 'Geotrygon chrysia' found between 1923 to 2017 in 4 datasets (part of name cluster 14ac94bd-9036-4669-9879-97fd0a5c27ca),referenced -> rename -> rename -> referenced -> referenced,referenced -> referenced -> referenced,,aou_2_08 (1897),1897,Monotypic.,Key West Quail-Dove,571,Columbidae,Colombe à joues blanches,Geotrygon,Columbiformes,species,Geotrygon chrysia,Geotrygon chrysia,NA,NA,NA,NA,NA,NA,NA
Anthus spragueii,Anthus spraguei; Anthus spragueii,1,Taxon concept 507c5706-c445-4253-94cd-85951fdffb29 containing 'Anthus spragueii' and 'Anthus spraguei' found between 1886 to 2017 in 5 datasets (part of name cluster d198da80-dc86-4734-a2b7-536ac3119399),added -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Sprague's Pipit,1522; 700,Motacillidae,Pipit de Sprague,Anthus,Passeriformes,species,Anthus spragueii,Anthus spragueii,NA,NA,NA,NA,NA,NA,NA
Calidris virgata,Aphriza virgata; Calidris virgata,1,Taxon concept 09ca4661-6d71-483e-88b3-ab173056bb2d containing 'Aphriza virgata' and 'Calidris virgata' found between 1886 to 2017 in 7 datasets (part of name cluster 866d5d9b-f92c-40b9-a1b6-df0ff4cfd9ce),added -> referenced -> referenced -> referenced -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,Formerly placed in the genus Aphriza. Monotypic.,Surfbird,282; 10411,Scolopacidae,Bécasseau du ressac,Calidris,Charadriiformes,species,Aphriza virgata,Calidris virgata,NA,NA,NA,NA,NA,NA,Arenariinae
Locustella ochotensis,Locustella ochotensis,1,Taxon concept 63e8695c-da56-40d9-b6ff-b189d5a8971e containing 'Locustella ochotensis' found between 1931 to 2017 in 7 datasets (part of name cluster 8207b8a2-4e69-4bc4-98c9-d3291d72666d),added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_4 (1931),1931,NA,Middendorff's Grasshopper-Warbler,1405,Locustellidae,Locustelle de Middendorff,Locustella,Passeriformes,species,Locustella ochotensis,Locustella ochotensis,A,NA,NA,NA,NA,NA,NA
Sternula antillarum,Sternula antillarum; Sterna antillarum,3,Taxon concept 344e94b1-ae76-43a7-ad55-99608e38cc19 containing 'Sternula antillarum' and 'Sterna antillarum' found between January 1982 to 2017 in 4 datasets (part of name cluster bdcce7a1-5447-4751-a156-96ded35dc700); Taxon concept 6f6bac3d-6db0-48d8-a821-ffe2bfa2251f containing 'Sterna antillarum' found between 1944 to January 1982 in 2 datasets (part of name cluster bdcce7a1-5447-4751-a156-96ded35dc700); Taxon concept 62ee9a81-75e3-48f5-b0b8-dd423e149087 containing 'Sterna antillarum' found between 1886 to 1944 in 2 datasets (part of name cluster bdcce7a1-5447-4751-a156-96ded35dc700),added -> lump -> split -> referenced -> rename -> referenced,added -> lump -> split -> referenced -> referenced,lump -> split,aou_1.csv (1886),1886,NA,Least Tern,491; 74,Laridae,Petite Sterne,Sternula,Charadriiformes,species,Sterna antillarum,Sternula antillarum,NA,NA,NA,NA,NA,NA,Sterninae
Columbina passerina,Chaemepellia passerina; Chaemepelia passerina; Columbina passerina; Columbigallina passerina,1,Taxon concept 68217d97-2143-45f4-8279-04db90dae8b9 containing 'Chaemepelia passerina' and 'Chaemepellia passerina' and 'Columbigallina passerina' and 'Columbina passerina' found between 1886 to 2017 in 8 datasets (part of name cluster a2aa258b-4e2c-4476-86ec-9d8f75b2ff98),added -> rename -> rename -> rename -> rename -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Common Ground-Dove,320; 560,Columbidae,Colombe à queue noire,Columbina,Columbiformes,species,Columbina passerina; Columbigallina passerina,Columbina passerina,NA,NA,NA,NA,NA,NA,NA
Catharus fuscescens,Hylocichla fuscescens; Turdus fuscescens; Turdus fuscescens salicicolus; Catharus fuscescens,1,Taxon concept 797d9b9d-58cc-4b4a-ad97-e6505156b510 containing 'Hylocichla fuscescens' and 'Turdus fuscescens salicicolus' and 'Catharus fuscescens' and 'Turdus fuscescens' found between 1886 to 2017 in 8 datasets (part of name cluster 6ee918ee-c1fc-41e3-a043-2c9d7897b270),added|added -> rename -> referenced -> rename -> referenced -> deleted -> referenced -> referenced,added|added -> referenced -> referenced -> deleted -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Veery,756a; 756; 1450,Turdidae,Grive fauve,Catharus,Passeriformes,species,Turdus fuscescens; Turdus fuscescens salicicolus; Catharus fuscescens,Catharus fuscescens,NA,NA,NA,NA,NA,NA,NA
Anhinga anhinga,Anhinga anhinga,1,Taxon concept ba644104-a04b-48b9-8a31-52d97bd67723 containing 'Anhinga anhinga' found between 1886 to 2017 in 5 datasets (part of name cluster 7bd898b0-5830-48d2-ab35-e03f3d9fd674),added -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Anhinga,213; 118,Anhingidae,Anhinga d'Amérique,Anhinga,Suliformes,species,Anhinga anhinga,Anhinga anhinga,NA,NA,NA,NA,NA,NA,NA
Bucephala clangula,Glaucionetta clangula; Bucephala clangula; Clangula clangula; Glaucionetta clangula americana,1,Taxon concept 63e69c22-1d28-4a64-b1e5-190a43b71298 containing 'Bucephala clangula' and 'Glaucionetta clangula americana' and 'Glaucionetta clangula' and 'Clangula clangula' found between 1886 to 2017 in 9 datasets (part of name cluster db172041-7356-4b45-a92f-8e23413499f0),added -> rename -> referenced -> rename -> referenced -> rename -> referenced -> deleted -> referenced,added -> referenced -> referenced -> referenced -> deleted -> referenced,,aou_1.csv (1886),1886,NA,Common Goldeneye,68; 151,Anatidae,Garrot à oeil d'or,Bucephala,Anseriformes,species,Bucephala clangula; Glaucionetta clangula americana,Bucephala clangula,NA,NA,NA,NA,NA,NA,Anatinae
Spinus tristis,Astragalinus tristis; Spinus tristis; Carduelis tristis,1,Taxon concept 6e85edb4-665c-499e-aacb-aa1bc25d922c containing 'Astragalinus tristis' and 'Spinus tristis' and 'Carduelis tristis' found between 1886 to 2017 in 9 datasets (part of name cluster c31206d7-7b77-4a56-8df8-044924338821),added -> rename -> referenced -> rename -> referenced -> rename -> referenced -> rename -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,American Goldfinch,529; 1868,Fringillidae,Chardonneret jaune,Spinus,Passeriformes,species,Spinus tristis; Carduelis tristis,Spinus tristis,NA,NA,NA,NA,NA,NA,Carduelinae
Pelecanus occidentalis,Pelecanus fuscus; Pelecanus occidentalis,3,Taxon concept 796ec90a-1187-480f-a40a-37c8f6b6d931 containing 'Pelecanus occidentalis' found between 2008 to 2017 in 2 datasets (part of name cluster 8850df63-ef42-4e5e-b9ee-82d0a1964714); Taxon concept 87680f67-5dd0-411f-b1d7-d79878fd50db containing 'Pelecanus occidentalis' found between 1931 to 2008 in 3 datasets (part of name cluster 8850df63-ef42-4e5e-b9ee-82d0a1964714); Taxon concept b6ce090b-8019-4609-82e5-95ebe35877a6 containing 'Pelecanus occidentalis' and 'Pelecanus fuscus' found between 1886 to 1931 in 3 datasets (part of name cluster 8850df63-ef42-4e5e-b9ee-82d0a1964714),added -> rename -> lump -> referenced -> split -> referenced,added -> lump -> referenced -> split -> referenced,lump -> split,aou_1.csv (1886),1886,NA,Brown Pelican,126; 206,Pelecanidae,Pélican brun,Pelecanus,Pelecaniformes,species,Pelecanus fuscus; Pelecanus occidentalis,Pelecanus occidentalis,NA,NA,NA,NA,NA,NA,NA
Ixobrychus exilis,Ardetta exilis; Botaurus exilis; Ixobrychus exilis,2,Taxon concept 56b815f0-80d6-4b88-85ad-1a6423fb8ffc containing 'Ixobrychus exilis' found between 1923 to 2017 in 3 datasets (part of name cluster 077450be-ab2b-49bd-8a03-2400c81b26a2); Taxon concept 3280e66c-59c7-4c43-af65-abb17c073ae8 containing 'Botaurus exilis' and 'Ardetta exilis' and 'Ixobrychus exilis' found between 1886 to 1923 in 4 datasets (part of name cluster 077450be-ab2b-49bd-8a03-2400c81b26a2),added -> rename -> rename -> lump -> referenced -> referenced,added -> lump -> referenced -> referenced,lump,aou_1.csv (1886),1886,NA,Least Bittern,220; 191,Ardeidae,Petit Blongios,Ixobrychus,Pelecaniformes,species,Botaurus exilis; Ixobrychus exilis,Ixobrychus exilis,NA,NA,NA,NA,NA,NA,NA
Vireo philadelphicus,Vireosylva philadelphica; Vireo philadelphicus,1,Taxon concept 24638343-bddf-43ef-8e75-667fa42a0703 containing 'Vireosylva philadelphica' and 'Vireo philadelphicus' found between 1886 to 2017 in 5 datasets (part of name cluster 7d1c1372-e811-4ab0-8cf3-983748172507),added -> rename -> rename -> referenced -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,Monotypic.,Philadelphia Vireo,1256; 626,Vireonidae,Viréo de Philadelphie,Vireo,Passeriformes,species,Vireo philadelphicus,Vireo philadelphicus,NA,NA,NA,NA,NA,NA,NA
Geothlypis poliocephala,Chamaethlypis poliocephala; Geothlypis poliocephala,1,Taxon concept 6881ee86-2528-425a-b389-b192c2359221 containing 'Chamaethlypis poliocephala' and 'Geothlypis poliocephala' found between 1892 to 2017 in 10 datasets (part of name cluster 09c11b06-51d3-43f9-8d41-704d109dae73),added -> referenced -> rename -> referenced -> referenced -> rename -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced -> referenced,,aou_1_04 (1892),1892,NA,Gray-crowned Yellowthroat,1595,Parulidae,Paruline à calotte grise,Geothlypis,Passeriformes,species,Geothlypis poliocephala,Geothlypis poliocephala,NA,NA,NA,NA,NA,NA,NA
Anser serrirostris,Anser serrirostris,2,Taxon concept f0b06b4d-9417-4c6e-8155-e1fd3640720b containing 'Anser serrirostris' found between 2007 to 2017 in 2 datasets (part of name cluster 586a7373-c86a-4119-8541-440a4f8a89ae); Taxon concept 70f3527c-2588-40ba-a413-33e23a46c869 containing 'Anser serrirostris' found between 2007 in 1 datasets (part of name cluster 586a7373-c86a-4119-8541-440a4f8a89ae),split -> referenced,split -> referenced,split,aou_7_48 (2007),2007,NA,Tundra Bean-Goose,12,Anatidae,Oie de la toundra,Anser,Anseriformes,species,NA,Anser serrirostris,A,NA,NA,NA,NA,NA,Anserinae
Patagioenas fasciata,Columba fasciata; Patagioenas fasciata,1,Taxon concept ae03bdd0-22db-4bcf-b1e4-826b62f4fd31 containing 'Columba fasciata' and 'Patagioenas fasciata' found between 1886 to 2017 in 4 datasets (part of name cluster 56786828-4a69-48e8-b0ce-e387d40a579b),added -> referenced -> rename -> referenced,added -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Band-tailed Pigeon,312; 543,Columbidae,Pigeon à queue barrée,Patagioenas,Columbiformes,species,Columba fasciata,Patagioenas fasciata,NA,NA,NA,NA,NA,NA,NA
Sphyrapicus ruber,Sphyrapicus ruber,2,Taxon concept 91593981-b757-423a-8240-5d8d056a1122 containing 'Sphyrapicus ruber' found between 1886 to 1931 in 2 datasets (part of name cluster 398f4bdf-9c7e-4d2b-80af-ec32524f9290); Taxon concept a2574c05-b6d1-4511-9930-71dfe6f472a0 containing 'Sphyrapicus ruber' found between 1931 to 2017 in 4 datasets (part of name cluster 398f4bdf-9c7e-4d2b-80af-ec32524f9290),added -> lump -> added -> referenced -> referenced,added -> lump -> added -> referenced -> referenced,lump,aou_1.csv (1886),1886,NA,Red-breasted Sapsucker,403; 958,Picidae,Pic à poitrine rouge,Sphyrapicus,Piciformes,species,Sphyrapicus ruber,Sphyrapicus ruber,NA,NA,NA,NA,NA,NA,Picinae
Mimus polyglottos,Mimus polyglottos,1,Taxon concept 6e560a21-bf5a-4468-9c5c-34d50194446d containing 'Mimus polyglottos' found between 1886 to 2017 in 5 datasets (part of name cluster 2b4199e2-470e-4f02-b856-b67d18c9b1fc),added -> referenced -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Northern Mockingbird,1487; 703,Mimidae,Moqueur polyglotte,Mimus,Passeriformes,species,Mimus polyglottos,Mimus polyglottos,NA,NA,NA,NA,NA,NA,NA
Amazilia tzacatl,Amazilis tzacatl; Amazilia tzacatl; Amazilis fuscicaudata; Amazilia fuscicaudata,1,Taxon concept f6c6b1e4-1196-4cf3-9386-82c742c4f36e containing 'Amazilia fuscicaudata' and 'Amazilis tzacatl' and 'Amazilia tzacatl' and 'Amazilis fuscicaudata' found between 1886 to 2017 in 10 datasets (part of name cluster 0e3ca10f-2e05-4308-b4bd-01aa81b2b132),added -> rename -> rename -> referenced -> rename -> rename -> rename -> referenced -> referenced -> referenced,added -> referenced -> referenced -> referenced -> referenced,,aou_1.csv (1886),1886,NA,Rufous-tailed Hummingbird,438; 828,Trochilidae,Ariane à ventre gris,Amazilia,Apodiformes,species,Amazilia tzacatl; Amazilia fuscicaudata,Amazilia tzacatl,NA,NA,NA,NA,NA,NA,Trochilinae
Thalasseus sandvicensis,Sterna sandvicensis acuflavida; Sterna sandvicensis; Thalasseus sandvicensis,1,Taxon concept 67f8960c-a459-4ee9-a479-0c452f8cf4b1 containing 'Sterna sandvicensis acuflavida' and 'Sterna sandvicensis' and 'Thalasseus sandvicensis' found between 1886 to 2017 in 7 datasets (part of name cluster 959bd083-4ea2-4c2f-93ed-af43e8faf60f),added -> rename -> referenced -> rename -> deleted -> rename -> referenced,added -> referenced -> deleted -> referenced,,aou_1.csv (1886),1886,NA,Sandwich Tern,67; 506,Laridae,Sterne caugek,Thalasseus,Charadriiformes,species,Sterna sandvicensis acuflavida; Sterna sandvicensis,Thalasseus sandvicensis,NA,NA,NA,NA,NA,NA,Sterninae
